doi,pmid,pmcid,year,authors,title,journal,sources,scopus_eid,wos_ut,embase_pui,openalex_id,filename
10.1111/1758-2229.12988,,,2022,Rai,"Bacteriophage therapeutics to confront multidrug‐resistant
                    <i>Acinetobacter baumannii</i>
                    ‐ a global health menace",Environmental Microbiology Reports,Crossref,,,,,
10.1002/ardp.202400440,,,2024,Chen,Current scenario of indole hybrids with antibacterial potential against <i>Acinetobacter baumannii</i> pathogens: A mini‐review,Archiv der Pharmazie,Crossref,,,,,
10.1093/cid/ciad094,,,2023,Shields,Navigating Available Treatment Options for Carbapenem-Resistant<i>Acinetobacter baumannii-calcoaceticus</i>Complex Infections,Clinical Infectious Diseases,Crossref,,,,,
10.3390/futurepharmacol3020030,,,2023,Merli,Current State of Antimicrobial Treatment of Lower Respiratory Tract Infections Due to Carbapenem-Resistant Acinetobacter baumannii,Future Pharmacology,Crossref,,,,,
10.1089/ees.2008.0048,,,2009,Templeton,"UV Dose–Response of
                    <i>Acinetobacter baumannii</i>
                    in Water",Environmental Engineering Science,Crossref,,,,,
10.13057/biodiv/d240121,,,2023,AL-MIYAH,Estimation the levels of two genes expression and their effects on tetracycline resistance of Acinetobacter baumannii isolated from different sources,Biodiversitas Journal of Biological Diversity,Crossref,,,,,
10.53555/ajbr.v28i1s.3296,,,2025,Heerden,Insertion sequences and plasmids are involved in increased carbapenem-resistant Acinetobacter baumannii infections in two South African hospitals,Journal of Population Therapeutics and Clinical Pharmacology,Crossref,,,,,
10.1556/030.66.2019.026,,,2020,Hassan,Correlation of biofilm formation and antibiotic resistance among clinical and soil isolates of Acinetobacter baumannii in Iraq,Acta Microbiologica et Immunologica Hungarica,Crossref,,,,,
10.5578/flora.20229806,,,2022,Kayış,Molecular Epidemiological Evaluation of Acinetobacter baumannii Isolates Isolated As the Agent of Hospital Infections in Türkiye,Flora the Journal of Infectious Diseases and Clinical Microbiology,Crossref,,,,,
10.3892/etm.2015.2612,,,2015,LIU,Detection of AmpC β-lactamases in Acinetobacter baumannii in the Xuzhou region and analysis of drug resistance,Experimental and Therapeutic Medicine,Crossref,,,,,
10.1016/j.pep.2024.106635,,,2025,Nayeri,Isolation and crystallization of copper resistance protein B (CopB) from Acinetobacter baumannii,Protein Expression and Purification,Crossref,,,,,
10.1016/j.vaccine.2020.06.052,,,2020,Ramezanalizadeh,"Type I pili, CsuA/B and FimA induce a protective immune response against Acinetobacter baumannii",Vaccine,Crossref,,,,,
10.1055/s-0037-1599225,,,2017,Zhanel,Infections Due to Acinetobacter baumannii in the ICU: Treatment Options,Seminars in Respiratory and Critical Care Medicine,Crossref,,,,,
10.1002/mbo3.70046,,,2025,Akıllı,"Evaluation of Colistin Susceptibility in Carbapenem‐Resistant
                    <i>Acinetobacter baumannii</i>
                    Isolates Using Broth Microdilution, MICRONAUT‐MIC‐Strip, and VITEK MS",MicrobiologyOpen,Crossref,,,,,
10.1128/aac.05653-11,,,2012,Boulanger,NDM-1-Producing Acinetobacter baumannii from Algeria,Antimicrobial Agents and Chemotherapy,Crossref,,,,,
10.4274/tybd.63825,,,2018,Dursun,"Çocuk Yoğun Bakım Ünitesinde Yatan Hastalardan İzole Edilen &lt;i&gt;Pseudomonas aeruginosa, Klebsiella pneumoniae&lt;/i&gt; ve &lt;i&gt;Acinetobacter baumannii&lt;/i&gt; Suşlarının Antibiyotik Duyarlılıkları",Turkish Journal of Intensive Care,Crossref,,,,,
10.1111/zph.13082,,,2024,Kamani,"Molecular detection of <i>Bartonella quintana</i>, <i>Acinetobacter baumannii</i> and <i>Acinetobacter haemolyticus</i> in <i>Pediculus humanus</i> lice in Nigeria, West Africa",Zoonoses and Public Health,Crossref,,,,,
10.12816/0053815,,,2018,El Maghraby,Detection of Toxin-Antitoxin System in Acinetobacter Baumannii Isolated from Patients at Zagazig University Hospitals,The Egyptian Journal of Medical Microbiology,Crossref,,,,,
10.21123/bsj.2022.19.2.0255,,,2022,Al-Haideri,Colistin as A Good Monotherapy to Restrain the Pathogenicity of Acinetobacter baumannii In vivo and In vitro,Baghdad Science Journal,Crossref,,,,,
10.4414/fms.2013.01695,,,2013,Führer,Rapatriement avec un germe à problème: Acinetobacter baumannii ultra-résistant (XDR),Forum Médical Suisse ‒ Swiss Medical Forum,Crossref,,,,,
10.1111/j.1469-0691.2006.01563.x,,,2006,Naas,Pyrosequencing for rapid identification of carbapenem-hydrolysing OXA-type β-lactamases in Acinetobacter baumannii,Clinical Microbiology and Infection,Crossref,,,,,
10.1016/j.jinf.2005.02.011,,,2005,Buke,High dose of intrathecal netilmicin in the treatment of nosocomial Acinetobacter baumannii meningitis,Journal of Infection,Crossref,,,,,
10.3390/microbiolres14030083,,,2023,Sobieh,Molecular Assessment of MCR-1 Gene among Pandrug-Resistant Acinetobacter baumannii,Microbiology Research,Crossref,,,,,
10.1093/jambio/lxaf102,,,2025,Pathoor,"Understanding the prevalence, antimicrobial resistance, and public health challenges of <i>Acinetobacter baumannii</i> in India and China",Journal of Applied Microbiology,Crossref,,,,,
10.36103/ijas.v51i4.1099,,,2020,& et al.,ECO-FRIENLY SYNTHESIS OF GOLD NANOPARTICLES AND  STUDY THEIR EFFECT WITH ANTIBIOTICS AGAINST ACINETOBACTER BAUMANNII,IRAQI JOURNAL OF AGRICULTURAL SCIENCES,Crossref,,,,,
10.1093/jac/dku310,,,2014,Nigro,Amikacin resistance plasmids in extensively antibiotic-resistant GC2 Acinetobacter baumannii from two Australian hospitals,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.21608/mid.2025.372373.2664,,,2025,Habash,Molecular and phenotypic characterization of multi drug resistant Acinetobacter baumannii from clinical isolates and genotypic approaches,Microbes and Infectious Diseases,Crossref,,,,,
10.1093/jac/dkh500,,,2005,Héritier,A nosocomial outbreak of Acinetobacter baumannii isolates expressing the carbapenem-hydrolysing oxacillinase OXA-58,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.1017/s0950268808000824,,,2009,LANDMAN,Genetic relatedness of multidrug-resistant<i>Acinetobacter baumannii</i>endemic to New York City,Epidemiology and Infection,Crossref,,,,,
10.1097/qco.0000000000000880,,,2022,Bassetti,Clinical evidence supporting cefiderocol for serious Acinetobacter baumannii infections,Current Opinion in Infectious Diseases,Crossref,,,,,
10.1371/journal.pone.0093833,,,2014,Sharma,Identification of Novel Regulatory Small RNAs in Acinetobacter baumannii,PLoS ONE,Crossref,,,,,
10.14450/2318-9312.v25.e4.a2013.pp178-181,,,2013,RICAS,PERFIL DE RESISTÊNCIA DE ACINETOBACTER BAUMANNII A ANTIMICROBIANOS EM UM HOSPITAL UNIVERSITÁRIO DE CUIABÁ-MT,Infarma - Ciências Farmacêuticas,Crossref,,,,,
10.3389/fmicb.2022.1037735,,,2022,Xu,Acinetobacter baumannii complex-caused bloodstream infection in ICU during a 12-year period: Predicting fulminant sepsis by interpretable machine learning,Frontiers in Microbiology,Crossref,,,,,
10.3947/ic.2016.48.3.174,,,2016,Lee,Clinical and Economic Evaluation of Multidrug-Resistant<i>Acinetobacter baumannii</i>Colonization in the Intensive Care Unit,Infection &amp; Chemotherapy,Crossref,,,,,
10.1016/j.aquaculture.2008.07.038,,,2008,Xia,Recovery of Acinetobacter baumannii from diseased channel catfish (Ictalurus punctatus) in China,Aquaculture,Crossref,,,,,
10.1111/j.1469-0691.2005.01096.x,,,2005,Brown,The sequences of seven class D β-lactamases isolated from carbapenem-resistant Acinetobacter baumannii from four continents,Clinical Microbiology and Infection,Crossref,,,,,
10.37757/mr2022.v24.n1.8,,,2022,Yu,"Carbapenamase-Producing Acinetobacter baumannii in China, Latin America and the Caribbean:
					A Systematic Review and Meta-Analysis",MEDICC Review,Crossref,,,,,
10.1099/jmm.0.000394,,,2017,Sato,Virulence characteristics of Acinetobacter baumannii clinical isolates vary with the expression levels of omps,Journal of Medical Microbiology,Crossref,,,,,
10.1007/s11756-024-01611-x,,,2024,Acer,"Carbapenem-resistant Acinetobacter baumannii strains in the Covid-19 pandemic: 16 S rRNA analysis, carbapenem resistance genes, and antibiotic resistance profiles",Biologia,Crossref,,,,,
10.1097/mrm.0b013e3282fce3d2,,,2007,Evans,OXA-type β-lactamases in Acinetobacter baumannii: emerging from the shadow of the extended-spectrum β-lactamases,Reviews in Medical Microbiology,Crossref,,,,,
10.2174/1871526521666210225113041,,,2021,ELsheredy,"Prevalence of Genes Encoding Aminoglycoside-Modifying Enzymes and
armA among Acinetobacter baumannii Clinical Isolates in Alexandria,
Egypt",Infectious Disorders - Drug Targets,Crossref,,,,,
10.2174/18742858-v16-e2206101,,,2022,Bakhshi,Molecular Detection of OXA-type Carbapenemases among Acinetobacter baumannii Isolated from Burn Patients and Hospital Environments,The Open Microbiology Journal,Crossref,,,,,
10.3390/pathogens14101062,,,2025,Falagas,Resistance of Acinetobacter baumannii Complex Clinical Isolates to Sulbactam–Durlobactam: A Systematic Review of Data from In Vitro Studies,Pathogens,Crossref,,,,,
10.1093/cid/cis1024,,,2013,Apisarnthanarak,Screening for Carbapenem-Resistant Acinetobacter baumannii Colonization Sites: An Implication for Combination of Horizontal and Vertical Approaches,Clinical Infectious Diseases,Crossref,,,,,
10.1093/jac/dku486,,,2015,Nigro,Carbapenem and amikacin resistance on a large conjugative <i>Acinetobacter baumannii</i> plasmid,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.22354/in.v24i4.876,,,2020,Angles-Yanqui,Colistina en el tratamiento de infecciones por pseudomonas aeruginosa y acinetobacter baumannii extensivamente resistentes (XDR) en un hospital de tercer nivel,Infectio,Crossref,,,,,
10.1007/s15010-018-1234-1,,,2019,Xiao,Acinetobacter baumannii meningitis in children: a case series and literature review,Infection,Crossref,,,,,
10.5530/ajbls.2021.10.3,,,2021,Kumar,Pathobiology of Multidrug Resistant Acinetobacter baumannii: An update,Asian Journal of Biological and Life Sciences,Crossref,,,,,
10.14232/abs.2021.1.85-92,,,2021,Donadu,Insights on carbapenem-resistant Acinetobacter baumannii,Acta Biologica Szegediensis,Crossref,,,,,
10.3855/jidc.11842,,,2020,Aykota,Successful treatment of extreme drug resistant Acinetobacter baumannii infection following a liver transplant,The Journal of Infection in Developing Countries,Crossref,,,,,
10.1093/jac/dkn454,,,2009,Mak,Antibiotic resistance determinants in nosocomial strains of multidrug-resistant Acinetobacter baumannii,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.30526/36.4.3141,,,2023,Al-Abdeli,Anticancer and Antioxidant activity of Gold Nanoparticles Biosynthesized using Acinetobacter baumannii,Ibn AL-Haitham Journal For Pure and Applied Sciences,Crossref,,,,,
10.4081/mm.2006.3288,,,2006,Fontana,ACCERTAMENTO MOLECOLARE DELLA RELAZIONE CLONALE FRA ALCUNI ISOLATI DI ACINETOBACTER BAUMANNII,Microbiologia Medica,Crossref,,,,,
10.1016/j.jval.2025.09.760,,,2025,Notarianni,EE376 Economic Evaluation Of Cefiderocol for the Treatment of Carbapenem-Resistant Acinetobacter Baumannii in Italy Using Real-World Evidence,Value in Health,Crossref,,,,,
10.3390/antibiotics11070892,,,2022,Adukauskiene,Clinical Features and Outcomes of Monobacterial and Polybacterial Episodes of Ventilator-Associated Pneumonia Due to Multidrug-Resistant Acinetobacter baumannii,Antibiotics,Crossref,,,,,
10.4172/2157-7609.c1.006,,,2016,Alyamani,Molecular characterization of Extended Spectrum Beta Lactamases (ESBLs) produced by clinical isolates of Acinetobacter baumannii in Saudi Arabia,Journal of Drug Metabolism &amp; Toxicology,Crossref,,,,,
10.1016/s0014-2565(03)71267-3,,,2003,Salas Coronas,Neumonía de la comunidad por Acinetobacter baumannii,Revista Clínica Española,Crossref,,,,,
10.3389/fcimb.2022.987260,,,2023,Huang,Detection and homology analysis of carbapenem resistant Acinetobacter baumannii resistance gene,Frontiers in Cellular and Infection Microbiology,Crossref,,,,,
10.2217/fmb-2019-0134,,,2019,Rafei,"Update on the Epidemiological Typing Methods for
            <i>Acinetobacter Baumannii</i>",Future Microbiology,Crossref,,,,,
10.3390/antibiotics12020419,,,2023,Abd El-Rahman,The RND Efflux Pump Gene Expression in the Biofilm Formation of Acinetobacter baumannii,Antibiotics,Crossref,,,,,
10.1016/j.nmni.2017.10.010,,,2018,AL-Kadmy,Molecular characterization of Acinetobacter baumannii isolated from Iraqi hospital environment,New Microbes and New Infections,Crossref,,,,,
10.5222/ankem.2013.007,,,2013,Gozutok,Investigation of Antimicrobial Resistance Rates of Acinetobacter baumannii Strains from Nosocomial Infections,Ankem Dergisi,Crossref,,,,,
10.1186/s12866-019-1621-5,,,2019,Krasauskas,The role of Acinetobacter baumannii response regulator BfmR in pellicle formation and competitiveness via contact-dependent inhibition system,BMC Microbiology,Crossref,,,,,
10.2174/1871526519666190930104715,,,2020,Shakib,Systematic Review and Meta-analysis of Carbapenem Resistance of Acinetobacter baumannii in Iran,Infectious Disorders - Drug Targets,Crossref,,,,,
10.32429/jkshp.2016.33.3.002,,,2016,Sunhee Park,Evaluation of Clinical outcomes after Tigecycline and Colistin Treatment against Multidrug-resistant Acinetobacter baumannii,Journal of Korean Society of Health-System Pharmacists,Crossref,,,,,
10.3389/fcimb.2016.00163,,,2016,Dahdouh,"Acinetobacter baumannii Isolated from Lebanese Patients: Phenotypes and Genotypes of Resistance, Clonality, and Determinants of Pathogenicity",Frontiers in Cellular and Infection Microbiology,Crossref,,,,,
10.32947/ajps.v24i3.1009,,,2024,Sajad Numan,Virulence Determinants of Acinetobacter baumannii Isolated from Different Infections in Baghdad Hospitals,Al Mustansiriyah Journal of Pharmaceutical Sciences,Crossref,,,,,
10.1378/chest.136.4_meetingabstracts.115s,,,2009,Zein,OUTCOME OF ACINETOBACTER BAUMANNII INFECTION IN CRITICALLY ILL PATIENTS,Chest,Crossref,,,,,
10.1016/j.genrep.2020.100816,,,2020,Salmani,Correlation between biofilm formation and antibiotic susceptibility pattern in Acinetobacter baumannii MDR isolates retrieved from burn patients,Gene Reports,Crossref,,,,,
10.1099/jmm.0.000147,,,2015,Rodríguez,In vitro activity of minocycline alone or in combination in multidrug-resistant Acinetobacter baumannii isolates,Journal of Medical Microbiology,Crossref,,,,,
10.56899/150.02.09,,,2021,Tan,"Recombinant Expression of Alkane-1-Monooxygenase (AlkM) and Catechol 1,2-Dioxygenase (CatA) from Environmental Strains of Acinetobacter baumannii",Philippine Journal of Science,Crossref,,,,,
10.1093/ofid/ofz360.620,,,2019,Pogue,551. Burden of Illness in Carbapenem-Resistant Acinetobacter baumannii Infections in US Hospitals (2014 to 2018),Open Forum Infectious Diseases,Crossref,,,,,
10.4103/0975-2870.103347,,,2012,Gandham,Isolation of Acinetobacter baumannii from cerebrospinal fluid following craniotomy,Medical Journal of Dr. D.Y. Patil University,Crossref,,,,,
10.4103/ijmr.ijmr_2271_18,,,2021,Patel,Evaluation of bacteriophage cocktail on septicaemia caused by colistin-resistant Acinetobacter baumannii in immunocompromised mice model,Indian Journal of Medical Research,Crossref,,,,,
10.3329/bjmm.v12i2.51690,,,2018,Nesa,"Acinetobacter baumannii: Identification, Antibiotic Sensitivity and Biofilm Formation in Different Clinical Samples",Bangladesh Journal of Medical Microbiology,Crossref,,,,,
10.1016/j.microb.2025.100598,,,2025,Salaja,"Acinetobacter baumannii: Insights into epidemiology, pathogenicity and drug resistance",The Microbe,Crossref,,,,,
10.1086/505900,,,2006,Richet,Nosocomial Infections Caused by <i>Acinetobacter baumannii</i> A Major Threat Worldwide,Infection Control &amp; Hospital Epidemiology,Crossref,,,,,
10.1017/ice.2020.977,,,2020,Kasperski,Prevalence and Carbapenem Resistance of <i>Acinetobacter baumannii</i> and Other Than <i>A. baumannii</i> Isolates From Intensive Care Units (ICUs) and non-ICUs,Infection Control &amp; Hospital Epidemiology,Crossref,,,,,
10.1007/s00103-014-2114-1,,,2015,Kraus-Haas,"Literatur-Update zu Ausbrüchen auf neonatologischen Intensivpflegestationen – Serratia marcescens, Klebsiella pneumoniae, Acinetobacter baumannii und Pseudomonas aeruginosa",Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,Crossref,,,,,
10.31080/asmi.2021.04.0921,,,2021,Younes,Resistance Profile of Aerobic Gram-Negative Bacilli: Study on Pseudomonas aeruginosa and Acinetobacter baumannii in a Tertiary Care Center,Acta Scientific Microbiology,Crossref,,,,,
10.1093/ofid/ofad500.084,,,2023,Kim,1111. Lack of Effectiveness of Colistin in Carbapenem-Resistant <i>Acinetobacter baumannii</i> : A Retrospective Single Center Cohort Study,Open Forum Infectious Diseases,Crossref,,,,,
10.1007/s12275-024-00109-0,,,2024,An,Syntaxin17 Restores Lysosomal Function and Inhibits Pyroptosis Caused by Acinetobacter baumannii,Journal of Microbiology,Crossref,,,,,
10.12966/ijei.02.01.2014,,,2014,Ramanuj,In Vitro Antibacterial Activity of Emblica Officinalis and Tamarindus Indica Seed Extracts against Multidrug Resistant Acinetobacter Baumannii,International Journal of Epidemiology &amp; Infection,Crossref,,,,,
